0,1,0.756068
0.005,1.01002,-1.16361
0.01,1.0201,2.38868
0.015,1.03022,-1.12015
0.02,1.0404,1.10694
0.025,1.05062,2.5403
0.03,1.0609,1.12811
0.035,1.07123,0.0179506
0.04,1.0816,2.00666
0.045,1.09203,1.49342
0.05,1.1025,5.35185
0.055,1.11302,1.85647
0.06,1.1236,3.16553
0.065,1.13423,2.70104
0.07,1.1449,0.889216
0.075,1.15562,0.481998
0.08,1.1664,-0.20791
0.085,1.17722,3.79407
0.09,1.1881,-0.683584
0.095,1.19903,-4.14571
0.1,1.21,-0.335479
0.105,1.22103,0.177894
0.11,1.2321,-2.79848
0.115,1.24323,1.34396
0.12,1.2544,-0.53485
0.125,1.26562,1.23929
0.13,1.2769,0.907539
0.135,1.28822,-0.0706839
0.14,1.2996,1.15212
0.145,1.31102,3.02752
0.15,1.3225,2.07632
0.155,1.33403,-0.164519
0.16,1.3456,4.15021
0.165,1.35723,2.96903
0.17,1.3689,0.698435
0.175,1.38062,2.72576
0.18,1.3924,3.81545
0.185,1.40423,1.49719
0.19,1.4161,0.845871
0.195,1.42802,3.72976
0.2,1.44,-1.18855
0.205,1.45202,1.18986
0.21,1.4641,0.522182
0.215,1.47622,1.62077
0.22,1.4884,4.83493
0.225,1.50062,1.48014
0.23,1.5129,0.701684
0.235,1.52522,0.894712
0.24,1.5376,0.32368
0.245,1.55002,-1.64263
0.25,1.5625,-0.413743
0.255,1.57503,3.1693
0.26,1.5876,3.797
0.265,1.60023,-1.05091
0.27,1.6129,-0.330598
0.275,1.62563,4.76477
0.28,1.6384,1.95588
0.285,1.65122,1.32742
0.29,1.6641,4.50045
0.295,1.67702,-2.31026
0.3,1.69,2.82591
0.305,1.70303,1.67473
0.31,1.7161,2.7473
0.315,1.72923,-0.665861
0.32,1.7424,3.97589
0.325,1.75562,2.87029
0.33,1.7689,-1.10254
0.335,1.78222,1.55417
0.34,1.7956,3.67761
0.345,1.80902,1.37134
0.35,1.8225,0.986691
0.355,1.83603,-0.260629
0.36,1.8496,1.57991
0.365,1.86322,-0.338662
0.37,1.8769,3.36912
0.375,1.89062,1.72574
0.38,1.9044,2.0961
0.385,1.91823,1.78474
0.39,1.9321,1.96979
0.395,1.94603,4.22951
0.4,1.96,1.6443
0.405,1.97403,4.6294
0.41,1.9881,4.19242
0.415,2.00223,2.90337
0.42,2.0164,2.28162
0.425,2.03062,2.14864
0.43,2.0449,2.29873
0.435,2.05923,-1.64565
0.44,2.0736,4.05481
0.445,2.08803,1.63571
0.45,2.1025,3.96264
0.455,2.11702,4.09884
0.46,2.1316,0.647795
0.465,2.14623,2.2315
0.47,2.1609,6.17046
0.475,2.17563,1.9321
0.48,2.1904,3.74203
0.485,2.20522,-3.50792
0.49,2.2201,4.91073
0.495,2.23503,1.70616
0.5,2.25,1.26064
0.505,2.26503,1.44108
0.51,2.2801,1.11972
0.515,2.29523,5.50143
0.52,2.3104,4.14066
0.525,2.32563,3.30796
0.53,2.3409,-0.14153
0.535,2.35623,3.47911
0.54,2.3716,3.47569
0.545,2.38703,2.11275
0.55,2.4025,0.551583
0.555,2.41803,0.440092
0.56,2.4336,1.025
0.565,2.44922,4.28473
0.57,2.4649,1.69813
0.575,2.48062,4.8875
0.58,2.4964,1.78158
0.585,2.51222,1.8374
0.59,2.5281,1.62922
0.595,2.54402,1.99609
0.6,2.56,4.95552
0.605,2.57603,3.67084
0.61,2.5921,3.98709
0.615,2.60823,5.25269
0.62,2.6244,-0.686031
0.625,2.64062,4.43477
0.63,2.6569,2.79728
0.635,2.67322,0.617377
0.64,2.6896,6.00356
0.645,2.70603,4.14251
0.65,2.7225,3.03789
0.655,2.73902,2.44282
0.66,2.7556,-0.977557
0.665,2.77223,3.92541
0.67,2.7889,7.72993
0.675,2.80563,4.40639
0.68,2.8224,-1.08286
0.685,2.83922,0.75824
0.69,2.8561,-1.41103
0.695,2.87302,0.851699
0.7,2.89,2.57952
0.705,2.90702,2.37491
0.71,2.9241,5.27217
0.715,2.94122,4.75138
